,Course Name,Course Description,Course Subject,Course Number,Link
2056,Courants contemporains en traductologie (3 crédits), Co-listé : FTRA 539. Ce séminaire aborde les tendances qui marquent l’actualité de la recherche en traductologie. Sont explorées les nouvelles pratiques de la traduction et l’évolution des cadres conceptuels qui permettent de penser le transfert linguistique et culturel. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 539 ne peuvent obtenir de crédits pour ce cours.,FTRA,601,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2057,Histoire générale de la traduction (3 crédits)," Ce séminaire est une introduction à l’histoire générale de la traduction, notamment (mais non exclusivement) en Occident, ainsi qu’à l’évolution des approches historiographiques. Une vue en coupe est présentée à travers des thématiques permettant de dégager le rôle historique joué par les traducteurs comme acteurs sociaux proches des pouvoirs en place ou critiques de ces pouvoirs. L’accent est mis sur la créativité des traducteurs à certaines époques clés de contacts entre des cultures. Le séminaire peut aborder certains domaines précis de la traduction et des travaux menés à des périodes historiques et dans des aires géographiques données.",FTRA,602,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2058,Contextes socio-politiques de la traduction (3 crédits)," Co-listé : FTRA 553. Ce séminaire examine les situations sociales et politiques qui influent sur le travail pratique des traducteurs et la réception des traductions. Sont étudiés, par exemple,le cas des États bilingues ou multilingues, l'évolution des politiques linguistiques et leurs répercussions sur la traduction, les rapports entre les langues majoritaires et minoritaires, les effets de la migration sur les sociétés de plus en plus hybrides et les marchés nouveaux de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 553 ou FTRA 550 ne peuvent obtenir de crédits pour ce cours.",FTRA,603,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2059,Lecture critique de traductions (3 crédits)," Co-listé : FTRA 540. Ce séminaire propose une étude critique des traductions de l’anglais au français et du français à l’anglais effectuées à travers l’histoire, en tenant compte de la diversité des visées esthétiques, des différentes stratégies de traduction, ainsi que des contraintes socio-politiques ou institutionnelles. L’accent est mis sur l’étude des « grandes traductions » dans les cultures d’expression anglaise et française. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 540 ne peuvent obtenir de crédits pour ce cours.",FTRA,610,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2060,"Littérature, langue, traduction (3 crédits)"," Co-listé : FLIT 622. Le séminaire avancé de littérature, langue et traduction vise à parfaire les connaissances de l’étudiante et de l’étudiant dans un domaine littéraire, traductologique ou linguistique spécifique envisagé sous un angle théorique, historique ou social. Pour animer ce séminaire, il sera fait appel aux professeurs du département en fonction de leur spécialité. Le sujet particulier du séminaire sera annoncé chaque fois que le séminaire sera donné. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 616, FLIT 616 ou FLIT 622 ne peuvent obtenir de crédits pour ce cours.",FTRA,622,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2061,Informatique et traduction (3 crédits)," Co-listé : FTRA 536. Ce cours porte sur la langue de l’informatique, la théorie et les concepts fondamentaux qui s’y rapportent. Il comporte des exercices de traduction et une initiation aux outils informatisés pour les traducteurs : Internet, bases de données, systèmes de traduction assistée,utilitaires. (F/A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 536 ne peuvent obtenir de crédits pour ce cours.",FTRA,636,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2062,Initiation au sous-titrage (3 crédits)," Co-listé : FTRA 538. Ce cours a pour but d’initier les étudiantes et étudiants à la traduction audiovisuelle, en particulier au sous-titrage. Il comporte un volet théorique, avec lectures et analyses, ainsi qu’un volet pratique où sont traités les principes et les conventions du sous-titrage, les aspects techniques et les genres cinématographiques. Sont aussi abordées la traduction de la voix hors-champ et les techniques d’accessibilité tels le sous-titrage pour malentendants et l’audiodescription.",FTRA,638,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2063,Traduction assistée par ordinateur (TAO) et post édition (3 crédits)," Co-listé : FTRA 552. Préalable : FTRA 536 pour le diplôme en traduction. Ce cours permet d’analyser les aspects morphologiques, lexicaux, syntaxiques et sémantiques des systèmes de traduction automatisée. L’étudiante et l’étudiant apprennent à appliquer les concepts analysés à un système commercialisé. Ils font des exercices simples de programmation portant sur des problèmes linguistiques; ils utilisent des outils de gestion et de traduction pour le matériel à localiser à l’aide de logiciels de localisation, de logiciels de terminologie et de mémoires de traduction. Ils évaluent et apprennent à réviser les sorties d'un système de traduction automatique, tout en mettant l'accent sur le contrôle de la qualité. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 552 ne peuvent obtenir de crédits pour ce cours.",FTRA,652,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2064,Gestion de projets (3 crédits)," Co-listé : FTRA 555. Ce cours traite de la gestion des projets de traduction/localisation multilingues, depuis la création de l’offre de services, jusqu’au contrôle de la qualité et de la livraison, en passant par la résolution de problèmes et la gestion en situation de crise. Il comprend une partie théorique et des mises en situation. Les étudiantes et étudiants se familiarisent avec l’évaluation des ressources (humaines et matérielles) nécessaires pour exécuter le travail, l’élaboration d’échéanciers et le suivi du budget. Ils apprennent à gérer les ressources affectées aux projets afin de pouvoir respecter le mandat qui leur est confié. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 555 ne peuvent obtenir de crédits pour ce cours.",FTRA,655,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2065,Pratique de la localisation (3 crédits)," Co-listé : FTRA 558. L’étudiante et l’étudiant apprennent dans ce cours les stratégies de localisation et les processus de localisation; la localisation de logiciels et de localisation de sites Web; les acteurs dans les projets de localisation; la situation et le travail du traducteur dans les projets de localisation; les types de fichiers à localiser : ressources, code source, fichiers d’aide, guides imprimés, matériel marketing; les types de logiciels localisés : logiciels système, logiciels de gestion, logiciels client, logiciels multimédia, logiciels Web. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 558 ne peuvent obtenir de crédits pour ce cours.",FTRA,658,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2066,"Web, technologies, traduction : théories et critiques (3 crédits)"," Co-listé : FTRA 568. Ce séminaire examine de façon critique les pratiques contemporaines issues de la mondialisation et du monde numérique affectant les technologies, le Web multilingue et la traduction. Entre autres aspects, sont examinés les enjeux culturels, sociaux, techniques et idéologiques. Le séminaire met l'accent sur la traduction et la communication mondiale. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 568 ne peuvent obtenir de crédits pour ce cours.",FTRA,668,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2067,Terminologie et mondialisation (3 crédits)," Co-listé : FTRA 534. Préalable : FTRA 533. Le cours porte sur certains points fins en terminologie et en terminographie modernes : synonymie, marques sociolinguistiques, néonymie, normalisation et internationalisation. Il traite spécifiquement du rôle de la terminologie dans la gestion de l’information unilingue et multi‑lingue dans les entreprises et dans les organismes nationaux et internationaux. L’aspect pratique prend, entre autres, la forme de rédaction de rapports de recherche et l’utilisation d’outils terminotiques. (F/A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 534 ne peuvent obtenir de crédits pour ce cours.",FTRA,611,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2068,Traduction avancée en sciences humaines et sociales (F) (3 crédits),,FTRA,612,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2069,Advanced translation in social sciences and the humanities (A) (3 crédits)," Co-listé : FTRA 542 ou 543. Ce séminaire pratique et théorique aborde plusieurs domaines des sciences humaines et sociales, notamment la sociologie, la psychanalyse, la théorie féministe. L’étudiante ou l’étudiant produit un commentaire analytique sur ses choix de traduction en s’efforçant de théoriser sa pratique de traducteur-traductrice. Le séminaire FTRA 612 a l’anglais comme langue de départ et le français comme langue d’arrivée (F); le séminaire FTRA 613 a le français comme langue de départ et l’anglais comme langue d’arrivée. (A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 542 ou FTRA 543 ne peuvent obtenir de crédits pour ce cours.",FTRA,613,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2070,Traduction littéraire avancée (F) (3 crédits),,FTRA,614,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2071,Advanced literary translation (A) (3 crédits)," Co-listé : FTRA 544 ou 545. Ce séminaire pratique et théorique analyse, à partir de théories littéraires contemporaines, un échantillon de textes à traduire. L’étudiante ou l’étudiant produit un commentaire analytique sur ses choix de traduction en s’efforçant de théoriser sa pratique de traducteur-traductrice. Le séminaire FTRA 614 a l’anglais comme langue de départ et le français comme langue d’arrivée (F), le séminaire FTRA 615 a le français comme langue de départ et l’anglais comme langue d’arrivée. (A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 544 ou FTRA 545 ne peuvent obtenir de crédits pour ce cours.",FTRA,615,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2072,Traduction scientifique et technique du français à l’anglais (3 crédits)," Co-listé : FTRA 513. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (français-anglais). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 513 ne peuvent obtenir de crédits pour ce cours.",FTRA,623,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2073,Traduction scientifique et technique de l’anglais au français (3 crédits)," Co-listé : FTRA 514. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (anglais-français). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 514 ne peuvent obtenir de crédits pour ce cours.",FTRA,624,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2074,Traduction commerciale et juridique du français à l’anglais (3 crédits)," Co-listé : FTRA 515. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (français-anglais). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé en traduction (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 515 ne peuvent obtenir de crédits pour ce cours.",FTRA,625,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2075,Traduction commerciale et juridique de l’anglais au français (3 crédits)," Co-listé : FTRA 516. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (anglais-français). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 516 ne peuvent obtenir de crédits pour ce cours.",FTRA,626,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2076,Révision et correction en traduction (A) (3 crédits), Co-listé : FTRA 529. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en anglais; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 529 ne peuvent obtenir de crédits pour ce cours.,FTRA,629,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2077,Révision et correction en traduction (F) (3 crédits), Co-listé : FTRA 530. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en français; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 530 ne peuvent obtenir de crédits pour ce cours.,FTRA,630,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2078,Initiation à la traduction générale (A) (3 crédits), Co-listé : FTRA 531. Ce cours vise à initier les étudiantes et étudiants aux outils notionnels et linguistiques nécessaires pour traduire efficacement des textes d’ordre général. Il leur présente aussi les étapes du processus de la traduction et les familiarise avec les outils de travail de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 531 ne peuvent obtenir de crédits pour ce cours.,FTRA,631,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2079,Initiation à la traduction générale (F) (3 crédits), Co-listé : FTRA 532. Ce cours vise à initier les étudiantes et étudiants aux outils notionnels et linguistiques nécessaires pour traduire efficacement des textes d’ordre général. Il leur présente aussi les étapes du processus de la traduction et les familiarise avec les outils de travail de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 532 ne peuvent obtenir de crédits pour ce cours.,FTRA,632,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2080,Aspects théoriques et pratiques de la terminologie (3 crédits), Co-listé : FTRA 533. Principes généraux de la terminologie; distinction entre langue générale et langues de spécialité; rapport entre documentation et terminologie; analyse terminologique; terminologie de traduction; supports terminographiques traditionnels et/ou informatisés; terminologie et aménagement linguistique. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 533 ne peuvent obtenir de crédits pour ce cours.,FTRA,633,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2081,Traduction littéraire de l’anglais au français (3 crédits), Co-listé : FTRA 504. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 504 ne peuvent obtenir de crédits pour ce cours.,FTRA,634,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2082,Traduction littéraire du français à l’anglais (3 crédits), Co-listé : FTRA 501. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 501 ne peuvent obtenir de crédits pour ce cours.,FTRA,635,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2083,Traduction économique du français à l’anglais (A) (3 crédits), Co-listé : FTRA 547. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction du français à l’anglais. (A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 547 ne peuvent obtenir de crédits pour ce cours.,FTRA,647,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2084,Traduction économique de l’anglais au français (F) (3 crédits), Co-listé : FTRA 548. Sensibilisation aux problèmes que pose dans le domaine de l’économie la traduction de l’anglais au français. (F) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 548 ne peuvent obtenir de crédits pour ce cours.,FTRA,648,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2085,Tutorat en littérature (F) (3 crédits),,FTRA,680,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2086,Tutorial in literature (A) (3 crédits),,FTRA,681,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2087,Tutorat en traduction (F) (3 crédits),,FTRA,682,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2088,Tutorial in translation (A) (3 crédits),,FTRA,683,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2089,Tutorat en linguistique (F) (3 crédits),,FTRA,684,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2090,Tutorial in linguistics (A) (3 crédits),,FTRA,685,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2091,Étude d’un sujet particulier / Special Topics (3 crédits)," Ce cours pourra porter sur tout sujet en littérature, traduction ou linguistique qui ne figure pas déjà au programme. Le but du cours est de favoriser une approche pluridisciplinaire et de permettre l’innovation pédagogique.",FTRA,698,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2092,Projet de mémoire (6 crédits),,FTRA,686,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2093,Mémoire (24 crédits)," L’étudiante ou l’étudiant pourra choisir d’étudier un sujet particulier en littérature, traduction ou linguistique, sous la forme d’un tutorat. Les tutorats devront être approuvés par le comité d’études supérieures et dépendront des aptitudes et intérêts de l’étudiante et de l’étudiant ainsi que de la disponibilité et des compétences du professeur concerné.",FTRA,692,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-ma.html
2094,Traduction littéraire du français à l’anglais (3 crédits), Co-listé : FTRA 635. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 635 ne peuvent obtenir de crédits pour ce cours.,FTRA,501,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2095,Traduction littéraire de l’anglais au français (3 crédits), Co-listé : FTRA 634. Sensibilisation aux problèmes spécifiques à la traduction littéraire. Travaux pratiques : traduction de textes de genres variés (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 634 ne peuvent obtenir de crédits pour ce cours.,FTRA,504,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2096,Initiation à la traduction générale (F) (3 crédits), Co-listé : FTRA 632. Ce cours vise à initier les étudiantes et étudiants aux outils notionnels et linguistiques nécessaires pour traduire efficacement des textes d’ordre général. Il leur présente aussi les étapes du processus de la traduction et les familiarise avec les outils de travail de la traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 632 ne peuvent obtenir de crédits pour ce cours.,FTRA,532,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2097,Aspects théoriques et pratiques de la terminologie (3 crédits), Co-listé : FTRA 633. Principes généraux de la terminologie; distinction entre langue générale et langues de spécialité; rapport entre documentation et terminologie; analyse terminologique; terminologie de traduction; supports terminographiques traditionnels et/ou informatisés; terminologie et aménagement linguistique. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 633 ne peuvent obtenir de crédits pour ce cours.,FTRA,533,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2098,Informatique et traduction (3 crédits)," Co-listé : FTRA 636. Ce cours porte sur la langue de l’informatique, la théorie et les concepts fondamentaux qui s’y rapportent. Il comporte des exercices de traduction et une initiation aux outils informatisés pour les traducteurs : Internet, bases de données, systèmes de traduction assistée, utilitaires. (F/A) N.B. : Les étudiantes et étudiants qui ont suivi FTRA 636 ne peuvent obtenir de crédits pour ce cours.",FTRA,536,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2099,Méthodologie générale de la recherche en traduction (3 crédits)," Co-listé : FTRA 600. Ce séminaire examine les principales méthodes et approches appliquées à l’étude de la traduction. Il trace l’émergence de la discipline autonome de la traductologie ainsi que ses liens actuels avec d’autres sciences humaines et sociales. À l’issue du séminaire, l’étudiante ou l’étudiant a une vue d’ensemble de la théorisation en traduction, ce qui lui permet de se spécialiser en connaissance de cause dans un domaine spécifique, en élaborant une problématique particulière cohérente avec les visées du programme et en empruntant les outils de recherche pertinents. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 600 ne peuvent obtenir de crédits pour ce cours.",FTRA,500,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2100,Courants contemporains en traductologie (3 crédits), Co-listé : FTRA 601. Ce séminaire aborde les tendances qui marquent l’actualité de la recherche en traductologie. Sont explorées les nouvelles pratiques de la traduction et l’évolution des cadres conceptuels qui permettent de penser le transfert linguistique et culturel. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 601 ne peuvent obtenir de crédits pour ce cours.,FTRA,539,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2101,Lecture critique de traductions (3 crédits)," Co-listé : FTRA 610. Ce séminaire propose une étude critique des traductions de l’anglais au français et du français à l’anglais effectuées à travers l’histoire, en tenant compte de la diversité des visées esthétiques, des différentes stratégies de traduction, ainsi que des contraintes socio-politiques ou institutionnelles. L’accent est mis sur l’étude des « grandes traductions » dans les cultures d’expression anglaise et française. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 610 ne peuvent obtenir de crédits pour ce cours.",FTRA,540,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2102,Sociologie de la traduction littéraire (3 crédits)," Ce séminaire applique la méthode sociologique à la traduction des genres et des discours de la littérature. Peuvent être étudiés des corpus divers (roman, poésie, théâtre, par exemple) traduits de l’anglais en français et du français en anglais. Seront examinées, par exemple, les théories de Pierre Bourdieu, de Niklas Luhmann ou de Bruno Latour. Le séminaire est l’occasion d’une remise en question des notions de source et de cible en traduction. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 541, FTRA 611 ou FTRA 619 ne peuvent obtenir de crédits pour ce cours.",FTRA,549,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2103,Révision et correction en traduction (A) (3 crédits), Co-listé : FTRA 629. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en anglais; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 629 ne peuvent obtenir de crédits pour ce cours.,FTRA,529,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2104,Révision et correction en traduction (F) (3 crédits), Co-listé : FTRA 630. Ce cours aborde les différentes méthodes de révision et de correction de textes rédigés ou traduits en français; il sensibilise les étudiantes et étudiants aux aspects humains et techniques du métier de réviseure et de réviseur; on touche aussi aux problèmes de l’évaluation de la qualité des traductions (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 630 ne peuvent obtenir de crédits pour ce cours.,FTRA,530,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2105,Rédaction II (3 crédits)," Ce cours vise l’approfondissement des compétences rédactionnelles par l’apprentissage de techniques de recherche documentaire et de synthese textuelle, et par l’écriture de textes combinant ces techniques comme le compte rendu critique, le dossier ou le texte de vulgarisation. N.B. : Les étudiantes et étudiants qui ont suivi FRAN 503 ne peuvent obtenir de crédits pour ce cours.",FRAA,523,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2106,Traduction scientifique et technique du français à l’anglais (3 crédits)," Co-listé : FTRA 623. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (français-anglais). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 623 ne peuvent obtenir de crédits pour ce cours.",FTRA,513,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2107,Traduction scientifique et technique de l’anglais au français (3 crédits)," Co-listé : FTRA 624. Initiation aux différents problèmes de la traduction dans les langues de spécialité scientifiques et techniques (anglais-français). Le cours est divisé en deux ou trois parties, chaque partie correspondant à un domaine spécialisé en traduction (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 624 ne peuvent obtenir de crédits pour ce cours.",FTRA,514,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2108,Traduction commerciale et juridique du français à l’anglais (3 crédits)," Co-listé : FTRA 625. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (français-anglais). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé en traduction (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 625 ne peuvent obtenir de crédits pour ce cours.",FTRA,515,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2109,Traduction commerciale et juridique de l’anglais au français (3 crédits)," Co-listé : FTRA 626. Initiation aux différents problèmes de la traduction dans les langues de spécialité de l’administration, du commerce et du droit (anglais-français). Le cours est divisé en parties, chaque partie correspondant à un domaine spécialisé (F). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 626 ne peuvent obtenir de crédits pour ce cours.",FTRA,516,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2110,Stage de formation du français à l’anglais I (A) (3 crédits),,FTRA,517,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2111,Stage de formation du français à l’anglais II (A) (3 crédits),,FTRA,519,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2112,Stage de formation (F) (6 crédits),,FTRA,520,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2113,Stage de formation (A) (6 crédits),,FTRA,521,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2114,Stage de formation de l’anglais au français I (F) (3 crédits),,FTRA,522,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2115,Stage de formation de l’anglais au français II (F) (3 crédits),,FTRA,526,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2116,Travaux dirigés (A) (3 crédits),,FTRA,527,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2117,Travaux dirigés (F) (3 crédits),,FTRA,528,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2118,Terminologie et mondialisation (3 crédits)," Co-listé : FTRA 611. Préalable : FTRA 533 ou l’équivalent. Ce cours porte sur certains points fins en terminologie et en terminographie modernes : synonymie, marques sociolinguistiques, néonymie, normalisation et internationalisation. Il traite spécifiquement du rôle de la terminologie dans la gestion de l’information unilingue et multilingue dans les entreprises et dans les organismes nationaux et internationaux. L’aspect pratique prend, entre autres, la forme de rédaction de rapports de recherche et l’utilisation d’outils terminotiques. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 611 ne peuvent obtenir de crédits pour ce cours.",FTRA,534,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2119,Initiation au sous-titrage (3 crédits)," Co-listé : FTRA 638. Ce cours a pour but d’initier les étudiantes et étudiants à la traduction audiovisuelle, en particulier au sous-titrage. Il comporte un volet théorique, avec lectures et analyses, ainsi qu’un volet pratique où sont traités les principes et les conventions du sous-titrage, les aspects techniques et les genres cinématographiques. Sont aussi abordées la traduction de la voix hors-champ et les techniques d’accessibilité tels le sous-titrage pour malentendants et l’audiodescription. N.B. : Les étudiantes et étudiants qui ont suivi FTRA 638 ne peuvent obtenir de crédits pour ce cours.",FTRA,538,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2120,Traduction avancée en sciences humaines et sociales (F) (3 crédits),,FTRA,542,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2121,Advanced Translation in Social Sciences and the Humanities (A) (3 crédits)," Co-listé : FTRA 612 ou FTRA 613. Ce séminaire pratique et théorique aborde plusieurs domaines des sciences humaines et sociales, notamment la sociologie, la psychanalyse, la théorie féministe. L’étudiante ou l’étudiant produit un commentaire analytique sur ses choix de traduction en s’efforçant de théoriser sa pratique de traducteur-traductrice. Le séminaire FTRA 542 a l’anglais comme langue de départ et le français comme langue d’arrivée (F); le séminaire FTRA 543 a le français comme langue de départ et l’anglais comme langue d’arrivée (A). N.B. : Les étudiantes et étudiants qui ont suivi FTRA 612 ou FTRA 613 ne peuvent obtenir de crédits pour ce cours.",FTRA,543,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
2122,Traduction littéraire avancée (F) (3 crédits),,FTRA,544,http://www.concordia.ca/academics/graduate/calendar/current/fasc/ftra-dip.html
